Trip Code,Data entry,Boat name,Observer name,Captain name,Vessel capacity,Vessel length,Lugar de zarpe,. crew,. de matricula,Motor HP,Fecha de zarpe,hora de zarpe,Sistema,Objective species,Objective species 2,Objective species 3,fecha de llegada,hora de llegada,Puerto de llegada,Bait type 1,Bait type 2,Bait type 3,Bait state 1,Bait state 2,Bait state 3,. hooks,Corcho distance,"corcho distance, m or b",hook tipo y tamano,Mainline length,Mainline length units,Mainline material,Mainline thickness,hook depth (branchline length),Branchline material,Branchline thickness,"hook depth, m or b",hook - distance betwen,hook distance units,Use weight,Weight amount,Weigth to hook distance,linea madre/net depth,Net depth category,. panes,Pane 1 .,Net 1 type,Pane size - Length,Pane size - Depth,Pane size - Units,Mesh size,Mesh size - Units,Net depth,Net depth - Units,Pane 2 .,Net 2 type,Pane 2 length,Pane 2 depth,Pane 2 units,Pane 2 water depth,Pane 2 water depth - Units,Pane 2 mesh size,Pane 2 mesh size - units,Pane 3 .,Net 3 type,Pane 3 length,Pane 3 depth,Pane 3 units,Pane 3 water depth,Pane 3 water depth - Units,Pane 3 mesh size,Pane 3 mesh size - units,Mixed - type,Mixed- depth category,mixed - . panes,mixed - pane 1 - length,mixed - pane 1 - height,mixed - pane 1 units,mixed - pane 2 - length,mixed - pane 2 - height,mixed - pane 2 units,mixed - pane 1 mesh size,mixed - pane 1 mesh units,mixed - pane 2 mesh size,mixed - pane 2 mesh units,PS - number floats,PS - distance between floats FROM,PS - distance between floats TO,PS - number leads,PS - distance between leads FROM,PS - distance between leads TO,PS - boliche length,PS - boliche height,PS - material relinga superior,PS - grosor relinga superior,PS - material relinga inferior,PS - grosor relinga inferior,PS - mesh size,PS - ring diameter,Capture species 1,Capture species 2,Capture species 3,Capture species 4,Capture species 5,Capture species 6,Capture species 7,Quantity 1,Quantity 2,Quantity 3,Quantity 4,Quantity 5,Quantity 6,Quantity 7,Quantity Units 1,Quantity Units 2,Quantity Units 3,Quantity Units 4,Quantity Units 5,Quantity Units 6,Quantity Units 7,Cost of operation,Estimada ganacia,Comments
55,,San Miguel 2,MMR,,,,Ilo,4,IO 12389 BM,,7/26/04,1/0/00,manual,tiburon,,,8/6/04,1/0/00,Ilo,pota,,,fresca,,,600,,,1,,,,,7,,,b,,,,,,superficial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Distancia  entre anzuelos: 18bz.
56,,San Miguel 2,MMR,,,,Ilo,4,IO 12389 BM,,8/9/04,1/0/00,manual,tiburon,,,8/13/04,,Ilo,pota,,,fresca,,,600,,,1,,,,,7,,,b,,,,,,superficial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Distancia  entre anzuelos: 18bz. Temperatura del agua 16 C,  se encontro una tortuga flaca, los petreles mayormente se encuentran 1-20 millas, mientras los albatros se encuentran mas afuera. Se observaron dos albatros y un petrel."
57,,San Miguel 2,MMR,,,,Ilo,4,IO 12389 BM,,6/29/04,,manual,tiburon,,,7/5/04,1/0/00,Ilo,pota,caballa,,fresca,salada,,600,,,1,,,,,7,,,b,,,,,,superficial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Distancia  entre anzuelos: 18bz.
58,,Lucio 5,MCT,,,,Ilo,6,IO 21543 CM,,7/5/04,1/0/00,potero,pota,,,7/7/04,1/0/00,Ilo,potero muestra,,,,,,,,,,,,,,,,,b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pota,,,,,,,900,,,,,,,k,,,,,,,350,75,pota sucia
59,,Lucio 5,MCT,,,,Ilo,6,IO 21543 CM,,7/7/04,,potero,pota,,,7/10/04,1/0/00,Ilo,potero muestra,,,,,,,,,,,,,,,,,b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pota,,,,,,,600,,,,,,,k,,,,,,,350,38,pota sucia
60,,Lucio 5,MCT,,,,Ilo,6,IO 25543 CM,,7/13/04,1/0/00,potero,pota,,,7/15/04,1/0/00,Ilo,potero muestra,,,,,,,,,,,,,,,,,b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pota,,,,,,,400,,,,,,,k,,,,,,,350,29,pota entera
61,,Lucio 4,LCT,,,,Ilo,5,IO 21497 CM,,7/13/04,1/0/00,potero,pota,,,7/14/04,1/0/00,Ilo,,,,,,,,,,,,,,,,,,b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pota,,,,,,,,,,,,,,,,,,,,,320,150,
62,,Lucio 4,LCT,,,,Ilo,5,IO 21497 CM,,7/14/04,1/0/00,potero,pota,,,7/15/04,1/0/00,Ilo,,,,,,,,,,,,,,,,,,b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pota,,,,,,,800,,,,,,,k,,,,,,,150,100,
63,,Lucio 4,LCT,,,,Ilo,5,IO 21497 CM,,7/15/04,1/0/00,potero,pota,,,7/16/04,1/0/00,Ilo,,,,,,,,,,,,,,,,,,b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pota,,,,,,,1000,,,,,,,k,,,,,,,100,150,
64,,Maria Bonita,MLC,,,,Ilo,7,IO-21636 BM,,8/30/04,1/0/00,manual,tiburon,,,9/22/04,1/0/00,Ilo,caballa,pota,,salada,fresca,,920,,,mustad #1,,,,,14,,,m,,,,,,superficial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,azul,diamante,,,,,,2000,150,,,,,,k,k,,,,,,5161,,Distancia entre anzuelos: 22.67 mts. Varias Eps fueron llevados a Pto Arica por patrulla chilena. EP Osito Polar perdio aparejo el dia 10 con mˆs de 400 anzuelos (3banderas) al final se trabaj„ con 557 anzuelos.
65,,Mi Forteleza,JAS,,,,Constante,,,,11/17/00,1/0/00,red,,,,11/18/00,,Constante,,,,,,,,,,,,,,,,,,b,,,,,,profundidad,,35,,,30,2,b,9,p,2,b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lenguado,guitarra,Raya,,,,,8.5,1,5,,,,,k,i,i,,,,,35,59,"Se vendieron 3 lenguados a 11 s/. El kilo. They use cement in the bottom of nets.Gain in money was 94 soles + guitarra sold later,  less 35 expended for fuel. Se capturo 4 lenguados"
66,,Maria Rosa,JAS,,,,Constante,4,,,11/20/00,1/0/00,red,,,,11/22/00,,Constante,,,,,,,,,,,,,,,,,,b,,,,,,profundidad,,25,,,29,2,b,6,p,5,b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lenguado,tortugas,algas,guitarras,langosta,,,,,,,,,,,,,,,,,65,,"* Se usaron 2 balsas de monofilamento
* Se capturaron 9 tortugas
*1 tortuga de 30 kilos proporciona 7 kg de carne y 1 l de aceite
65 invested in gas. Income each fishermen (2) was 50 s., 100 for owner of boat. Kids  paid by each adult and balsa product"
67,,Maria Rosa,JAS,,,,Constante,4,,,1/12/01,1/0/00,red,lenguado,,,1/14/01,,Constante,,,,,,,,,,,,,,,,,,b,,,,,,profundidad,,25,,,29,2,b,6,p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lenguado,cangrejo,Raya,guitarra,langostinos,,,15,,,,,,,k,,,,,,,50,100,"* precio x kg de lenguado=9-10 s/. They collected 15kg lenguado. They trawled too for an hour. It is the trawl season in constante, only 2 boats are operating with gillnets."
68,,Maria Rosa,JAS,,,,Constante,4,,,1/14/01,1/0/00,red,,,,1/15/01,,Constante,,,,,,,,,,,,,,,,,,b,,,,,,profundidad,,25,,,29,2,b,6,p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tortuga,algas,cangrejos,reyas,,,,,,,,,,,,,,,,,,,,"collecting the fish from nets left the day before. They fisherd only one turtle, nothing else but algae and crabs that released."
69,,Mi Forteleza,JAS,,,,Constante,3,,,3/26/01,1/0/00,red,,,,3/29/01,1/0/00,Constante,,,,,,,,,,,,,,,,,,b,,,,,,profundidad,,25,,,30,2,b,9,p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raya,p. spi.,angelotes,,,,,13,,5,,,,,i,,i,,,,,,,p. spi. Se colecto miestra de piel (JAS 299)
70,,Mi Forteleza,JAS,,,,Constante,3,,,5/31/01,1/0/00,red,,,,6/2/01,,Constante,,,,,,,,,,,,,,,,,,b,,,,,,profundidad,,30,,,30,2,b,9,p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raya,tortuga,bonito,cachema,chuila,,,4,,,,,,,i,,,,,,,100,0,"Poca ganancia, tuvo que invertirse en un inyector de aceite (40)"
71,,Marie Isabel,JAS,,,,Constante,4,,,10/16/01,1/0/00,red,,,,10/17/01,,Constante,,,,,,,,,,,,,,,,,,b,,,,,,profundidad,,32,,,29,2,b,8,p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tortuga,batea,tapadera,,,,,11,14,22,,,,,i,i,i,,,,,65,80,"Todas las tortugas eran inmaduras, con LMC entre 44 y 51cm.
La ganancia no esta bien determinada ya que venden la carne de tortuga y procesan e aceite para venderlo a 10 soles X l.."
72,,Mi Forteleza,JAS,,,,Constante,3,,,10/16/01,1/0/00,red,,,,10/18/01,1/0/00,Constante,,,,,,,,,,,,,,,,,,,,,,,,profundidad,,52,,,30,2,b,9,p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,guitarra,lenguado,Raya,guitarra,,,,5,5,4,,,,,i,,,,,,,75,52,choclo ya tiene 6 panyos y 13 anyos edad.
73,,Mi Forteleza,DMI,,,,Constante,3,,,1/27/02,1/0/00,red,,,,1/28/02,,Constante,,,,,,,,,,,,,,,,,,b,,,,,,profundidad,,60,,,30,2,b,9,p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raya,guitarras,lenguado,,,,,,,,,,,,i,,,,,,,,30,"rayas 15
guitarras 2
lenguado 1"
74,,Mi Forteleza,DMI,,,,Constante,4,,,1/28/02,1/0/00,red,,,,1/29/02,,Constante,,,,,,,,,,,,,,,,,,b,,,,,,profundidad,,60,,,30,2,b,9,p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raya,guitarras,lenguado,caracol pi_a,cangrejos,,,15,2,1,7,10,,,i,i,i,i,i,,,,,"Cayo una tortuga en las redes, muerta.
Abundantes algas junto a las redes cangrejos rojos y violˆceos, erizos en menor cantidad."
75,,Mi Forteleza,PAOS,,,,Constante,5,,,1/31/02,1/0/00,red,,,,1/31/02,1/0/00,Constante,,,,,,,,,,,,,,,,,,b,,,,,,profundidad,,35,,,30,2,b,9,p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raya,guitarras,tapadera,lenguado,angelote,,,,,,,,,,,,,,,,,100,410,"En el ˆrea se encontraron, cangrejos, algas y carac„l bomba"
76,,Mi Forteleza,DMI,,,,Constante,3,,,3/22/02,1/0/00,red,,,,3/22/02,1/0/00,Constante,,,,,,,,,,,,,,,,,,b,,,,,,profundidad,,35,,,30,2,b,9,p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,levas,pez s/n,,,,,,2,,,,,,,i,,,,,,,40,,
77,,Mi Forteleza,DMI,,,,Constante,3,,,3/23/02,1/0/00,red,,,,3/23/02,1/0/00,Constante,,,,,,,,,,,,,,,,,,b,,,,,,profundidad,,60,,,30,2,b,9,p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,levas,peces s/n,cangrejos,caracoles,,,,4,3,,,,,,i,i,,,,,,40,,recojern de redes lo que pesco y las tiran de nuevo y se van a su casa
78,,Mi Forteleza,DMI,,,,Constante,2,,,3/25/02,1/0/00,red,,,,3/26/02,1/0/00,Constante,,,,,,,,,,,,,,,,,,b,,,,,,profundidad,,60,,,30,2,b,9,p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,guitarra,ler,peces s/i,caracoles cono,,,,20,16,2,,,,,i,i,i,,,,,110,60,
79,,Mi Forteleza,DMI,,,,Constante,4,,,3/26/02,1/0/00,red,,,,3/27/02,1/0/00,Constante,,,,,,,,,,,,,,,,,,b,,,,,,profundidad,,53,,,30,2,b,9,p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,guitarra,levas,cangrejos,caracoles,,,,19,30,,,,,,i,i,,,,,,,,
80,,Mi Forteleza,DMI,,,,Constante,4,,,3/27/02,1/0/00,red,,,,3/28/02,1/0/00,Constante,,,,,,,,,,,,,,,,,,b,,,,,,profundidad,,60,,,30,2,b,9,p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,levas,guitarras,mantarayas,peces varios,langostas,,,50,40,5,,,,,i,i,i,,,,,,,60 panos
81,,Mi Forteleza,DMI,,,,Constante,4,,,3/28/02,1/0/00,red,,,,3/29/02,1/0/00,Constante,,,,,,,,,,,,,,,,,,b,,,,,,profundidad,,35,,,30,2,b,9,p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,guitarra,levas,caracoles,tamborin,chino,,,46,40,,,,,,i,i,,,,,,,3000,por ultimos dias de pesca ganaron aprox 3000 soles
82,,Mi Forteleza,DMI,,,,Constante,4,,,3/29/02,,red,,,,3/30/02,,Constante,,,,,,,,,,,,,,,,,,b,,,,,,profundidad,,35,,,30,2,b,9,p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,,Marie Isabel,LAS,,,,Constante,3,,,6/19/03,,red,,,,6/21/03,,Constante,,,,,,,,,,,,,,,,,,b,,,,,,profundidad,,32,,,29,2,b,8,p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tapadera,guitarras,tortuga,pulpo,,,,31,4,3,1,,,,i,i,i,i,,,,,,
84,,La Leticia,JAS,,,,Mancora,5,,,4/3/01,,red,,,,4/4/01,1/0/00,Mancora,,,,,,,,,,,,,,,,,,b,,,,,,superficial,,23,,,50,7,b,7,p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,martillo,squid,tamborÍn,pardo,,,,700,3,,,,,,k,i,,,,,,250,2500,"Mesh size: 7""  y 8"". 100 usd each member. 4s/kg hammerhead."
85,,Senor del Mar,BDS,,,,Mancora,,,,4/19/01,1/0/00,red,,,,4/21/01,1/0/00,Mancora,,,,,,,,,,,,,,,,,,b,,,,,,superficial,,18,,,50,6,b,4.5,p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,perico,cruceta,pota,,,,,20,60,50,,,,,k,k,k,,,,,,,
86,,Mambo,LAS,,,,Salaverry,3,,,8/28/01,1/0/00,rayera,,,,8/29/01,,Salaverry,,,,,,,,,,,,,,,,,,b,,,,,,superficial,,15,,,30,2,b,8,p,40,b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raya,,,,,,,,,,,,,,,,,,,,,300,,"La red es tipo rayera
La faena de pesca dur„ 14 h y 12 mins.
*El Kg de raya esta 2 S/."
87,,Mambo,LAS,,,,Salaverry,,,,8/29/01,,rayera,,,,8/30/01,,Salaverry,,,,,,,,,,,,,,,,,,b,,,,,,superficial,,15,,,30,2,b,8,p,35,b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raya,,,,,,,15,,,,,,,k,,,,,,,,,"La red es tipo rayera
La faena de pesca dur„ 22 h y 14 mins.
*El tipo de raya pescado fue M. peruvianus, estas rayas son mas blandas que las llmadas"" rayas de pe_a"""
88,,Mambo,LAS,,,,Salaverry,,,,8/30/01,,rayera,,,,8/31/01,,Salaverry,,,,,,,,,,,,,,,,,,b,,,,,,superficial,,15,,,30,2,b,8,p,30,b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"La red es tipo rayera
La faena de pesca dur„ 21 h y 53 mins."
89,,Mambo,LAS,,,,Salaverry,,,,8/31/01,,rayera,,,,9/1/01,,Salaverry,,,,,,,,,,,,,,,,,,b,,,,,,superficial,,15,,,30,2,b,8,p,24,b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"La red es tipo rayera
La faena de pesca dur„ 21 h y 15 mins."
90,,Mambo,LAS,,,,Salaverry,,,,9/1/01,,rayera,,,,9/2/01,,Salaverry,,,,,,,,,,,,,,,,,,b,,,,,,superficial,,15,,,30,2,b,8,p,19,b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raya,,,,,,,150,,,,,,,k,,,,,,,,,"La red es tipo rayera
La faena de pesca dur„ 21 h y 45 mins.
El tipo de raya pescado fue M. peruvianus
los pescadores comentan que esta raya es mas dura que la que sale mas afuera, le llaman raya tambien o raya de pe_a."
91,,Mambo,LAS,,,,Salaverry,,,,9/2/01,,rayera,,,,9/3/01,,Salaverry,,,,,,,,,,,,,,,,,,b,,,,,,superficial,,15,,,30,2,b,8,p,19,b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raya,,,,,,,3000,,,,,,,k,,,,,,,,,"La red es tipo rayera
La faena de pesca dur„ 22 h
El tipo de raya pescado fue M. peruvianus"
92,,Virgen de la Puerta,LAS,,,,Salaverry,3,SY-15546-BM,,6/19/01,,purse seine,,,,6/23/01,,Salaverry,,,,,,,,,,,,,,,,,,b,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,suco,chita,tollo,lenguado,,,,,175,,,,,,k,k,,,,,,,,"Contaban con 2 redes cerco y 1 transmallo.
En total se realizaron 18 calas en total con  cerco (chitera) y 3 con transmallo.En la Papelera se realizaron 12 calas con cerco y en Los Charcos 6 calas fueron con cerco y  las ìltimas 3 fueron negativas."
93,,Sr. Cautivo,NDC,,,,Constante,,,,11/12/03,1/0/00,red,,,,11/14/03,1/0/00,Constante,,,,,,,,,,,,,,,,,,b,,,,,,profundidad,,43,,,35,2,b,8,p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,angelote,zuco,Raya,cangrajos,algas,,,,,,,,,,,,,,,,,,,
94,,Mi Forteleza,NDC,,,,Constante,,,,4/3/04,1/0/00,red,,,,4/3/04,1/0/00,Constante,,,,,,,,,,,,,,,,,,b,,,,,,profundidad,,35,,,30,2,b,9,p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,,Mi Forteleza,NDC,,,,Constante,,,,4/4/04,1/0/00,red,,,,4/4/04,1/0/00,Constante,,,,,,,,,,,,,,,,,,b,,,,,,profundidad,,35,,,30,2,b,9,p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,guitarra,langosta,Raya,pescados,,,,7,2,8,5,,,,i,i,i,i,,,,,,
96,,Mi Forteleza,NDC,,,,Constante,,,,12/2/03,,red,,,,12/5/03,,Constante,,,,,,,,,,,,,,,,,,b,,,,,,profundidad,,35,,,30,2,b,9,p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raya,guitarra,raya,lenguados,,,,300,20,30,,,,,k,i,i,,,,,,,"sp1 rayas grandes
sp3 rayas medianas"
97,,Sr. Cautivo,NDC,,,,Constante,,,,1/31/04,,red,,,,,,Constante,,,,,,,,,,,,,,,,,,b,,,,,,profundidad,,35,,,35,2,b,8,p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,,Mi Forteleza,NDC,,,,Constante,,,,5/30/04,,red,,,,,,Constante,,,,,,,,,,,,,,,,,,b,,,,,,profundidad,,35,,,30,2,b,9,p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,martillo,raya,tortuga,,,,,,,,,,,,,,,,,,,,,La tortuga verde era pequena y fue marcada y liberada por Santos
99,,Sr. Cautivo,NDC,,,,Constante,,,,9/25/04,,red,,,,9/30/04,,Constante,,,,,,,,,,,,,,,,,,b,,,,,,profundidad,,43,,,40,2,b,8,p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pez guitarra,angelote,Raya,,,,,,,,,,,,,,,,,,,,,
100,,Sr. Cautivo,NDC,,,,Constante,,,,10/1/04,1/0/00,red,,,,10/2/04,1/0/00,Constante,,,,,,,,,,,,,,,,,,b,,,,,,profundidad,,43,,,40,2,b,8,p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,,Sr. Cautivo,NDC,,,,Constante,,,,10/2/04,,red,,,,10/2/04,,Constante,,,,,,,,,,,,,,,,,,b,,,,,,profundidad,,43,,,40,2,b,8,p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Redes de arrastre
102,,Lucio 5,LCT,,,,Ilo,5,IO 21543 CM,,9/28/04,1/0/00,manual,tiburon,,,10/21/04,1/0/00,Ilo,caballa,,,congelada,,,1000,,,,,,,,8,,,b,,,,,,superficial,,,,,,,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tiburon,,,,,,,2000,,,,,,,k,,,,,,,9000,700,Distancia entre anzuelos:  15bz.
103,,San Miguel 2,MMR,,,,Ilo,3,IO 12389 BM,,10/3/04,1/0/00,manual,tiburon,,,10/15/04,1/0/00,Ilo,caballa,pota,,salada,fresca,,600,,,1,,,,,7,,,b,,,,,,superficial,,,,,,,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Distancia entre anzuelos:  18bz.
104,,San Miguel 2,MMR,,,,Ilo,3,IO-12389-BM,,10/20/04,1/0/00,manual,tiburon,,,10/31/04,1/0/00,Ilo,sardina,pota,lisa,fresca,fresca,fresca,600,,,1,,,,,7,,,b,,,,,,superficial,,,,,,,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Distancia entre anzuelos:  18bz.
105,,San Miguel 2,MMR,,,,Ilo,3,IO 12389 BM,,11/7/04,,manual,tiburon,,,11/17/04,1/0/00,Ilo,caballa,pota,,fresca,fresca,,600,,,1,,,,,7,,,b,,,,,,superficial,,,,,,,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Distancia entre anzuelos:  12bz.
106,,aletita azul 5,MLC,,,,Ilo,5,IO 21471 BM,,11/3/04,1/0/00,manual,tiburon,,,11/24/04,1/0/00,Ilo,caballa,lisa,,congelada,fresca,,860,,,mustad N_1,,,,,14,,,m,,,,,,superficial,,,,,,,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,azul,perico,Diamante,Lisa voladores,,,,1666,152,552,316,,,,k,k,k,k,,,,7520,12171,"Distancia entre anzuelos:  26 mts. Aletas 160 K
Se adjunta una Bitacora de Pesca de IMARPE."
107,,Jesusito,PDM,,,,Ilo,3,IO-20816-BM,,11/8/04,1/0/00,manual,tiburon,,,11/18/04,1/0/00,Ilo,caballa,pota,,salada,fresca,,630,,,"J mustad, N 02(9/0)",,,,,9,,,b,,,,,,superficial,,,,,,,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lisa,azul,Diamante,,,,,1500,200,80,,,,,k,k,k,,,,,,,Distancia entre anzuelos:  15bz. Especie objetivo Tiburon Azul y Diamante y Lisa voladora.
108,,San Miguel 2,MMR,,,,Ilo,4,IO 12389 BM,,11/23/04,1/0/00,manual,tiburon,,,12/1/04,1/0/00,Ilo,pota,lisa,,fresca,fresca,,600,,,N_ 1,,,,,7,,,b,,,,,,superficial,,,,,,,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Distancia entre anzuelos:  10bz.
109,,San Miguel 2,MMR,,,,Ilo,4,IO 12389 BM,,12/3/04,1/0/00,manual,perico,,,12/10/04,1/0/00,Ilo,pota,,,fresca,,,600,,,N_1,,,,,4,,,b,,,,,,superficial,,,,,,,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Distancia entre anzuelos:  11bz. Pesca de tibur„n y perico.
110,,Lucio 5,LCT,,,,Ilo,,IO-21453 CM,,10/26/04,,manual,tiburon,,,11/5/04,1/0/00,Ancon,caballa,,,congelada,,,1000,,,1,,,,,8,,,b,,,,,,superficial,,,,,,,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tiburon,perico,,,,,,100,500,,,,,,k,k,,,,,,,150,Distancia entre anzuelos:  15 bz. Se cambi„ de aparejo cada 10b un gancho y en profundidad 4 brazadas y en los ìltimos dÍas de trabajo se uso de carnada pota.
111,,Lucio 5,LCT,,,,Ancon,6,IO 21543 CM,,11/7/04,1/0/00,manual,perico,,,11/18/04,1/0/00,Ancon,pota,,,fresca,,,1200,,,,,,,,4,,,b,,,,,,superficial,,,,,,,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,perico,,,,,,,3000,,,,,,,k,,,,,,,4000,700,Distancia entre anzuelos:  10bz.
112,,Lucio 5,LCT,,,,Ancon,6,IO 21543 CM,,11/22/04,1/0/00,manual,perico,,,12/2/04,1/0/00,Ancon,pota,,,fresca,,,1400,,,,,,,,4,,,b,,,,,,superficial,,,,,,,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,perico,,,,,,,,,,,,,,,,,,,,,4500,800,Distancia entre anzuelos:  10bz.
113,,Lucio 5,LCT,,,,Pucusana,5,IO 21543 CM,,12/6/04,,manual,perico,,,12/16/04,1/0/00,Pucusana,pota,,,fresca,,,1400,,,,,,,,4,,,b,,,,,,superficial,,,,,,,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,perico,,,,,,,4000,,,,,,,k,,,,,,,2500,1200,Distancia entre anzuelos: 10bz. Se cala en forma U.
